,index,territory,category_id,Position,playlist_uri,playlist_name_x,owner_id,count_appearance,listeners,country_owner,playlist_owner,same_as_country,local,mean_listeners_cat_terr,popular,score
28279,28348,TR,focus,5,spotify:user:spotify:playlist:37i9dQZF1DWSoyxGghlqv5,Pop Study,spotify,5,59079.0,IT,spotify,0,1,47029.275862068964,1,2
29317,29386,TR,focus,2,spotify:user:spotify:playlist:37i9dQZF1DX47ov4h4oSjW,Piano Study,spotify,4,23280.0,TR,spotify,1,1,47029.275862068964,0,2
29488,29557,TR,focus,1,spotify:user:spotify:playlist:37i9dQZF1DX50uBtloazYo,Maksimum Konsantrasyon,spotify,1,26116.0,TR,spotify,1,1,47029.275862068964,0,2
29594,29663,TR,focus,14,spotify:user:spotify:playlist:37i9dQZF1DX6mwLSiJRJPR,Study Soundtrack,spotify,4,4239.0,TR,spotify,1,1,47029.275862068964,0,2
28712,28781,TR,focus,9,spotify:user:spotify:playlist:37i9dQZF1DWXLeA8Omikj7,Brain Food,spotify,114,92710.0,US,spotify,0,0,47029.275862068964,1,1
28958,29027,TR,focus,7,spotify:user:spotify:playlist:37i9dQZF1DWZeKCadgRdKQ,Deep Focus,spotify,58,70119.0,US,spotify,0,0,47029.275862068964,1,1
29088,29157,TR,focus,8,spotify:user:spotify:playlist:37i9dQZF1DX0jgyAiPl8Af,Peaceful Guitar,spotify,58,73969.0,US,spotify,0,0,47029.275862068964,1,1
29311,29380,TR,focus,16,spotify:user:spotify:playlist:37i9dQZF1DX3qCx5yEZkcJ,Mellow Beats,spotify,114,115520.0,US,spotify,0,0,47029.275862068964,1,1
29470,29539,TR,focus,4,spotify:user:spotify:playlist:37i9dQZF1DX4sWSpwq3LiO,Peaceful Piano,spotify,116,445133.0,US,spotify,0,0,47029.275862068964,1,1
29720,29789,TR,focus,13,spotify:user:spotify:playlist:37i9dQZF1DX8NTLI2TtZa6,Intense Studying,spotify,55,88945.0,US,spotify,0,0,47029.275862068964,1,1
29881,29950,TR,focus,12,spotify:user:spotify:playlist:37i9dQZF1DXaImRpG7HXqp,Acoustic Calm,spotify,40,69868.0,US,spotify,0,0,47029.275862068964,1,1
44869,44938,TR,family,3,spotify:user:spotify:playlist:37i9dQZF1DWVs8I62NcHks,This Is Disney,spotify,58,332995.0,US,spotify,0,0,34566.8125,1,1
45110,45124,TR,family,7,spotify:user:spotify:playlist:37i9dQZF1DWWi0hHcPHnic,This Is: Kidz Bop Kids,spotify,43,53899.0,US,spotify,0,0,34566.8125,1,1
45266,45280,TR,family,1,spotify:user:spotify:playlist:37i9dQZF1DWZhxU4AiByxO,Pop 4 Kids,spotify,58,63844.0,US,spotify,0,0,34566.8125,1,1
45885,45899,TR,family,2,spotify:user:spotify:playlist:37i9dQZF1DXbADqT0j1Cxt,Lullaby Baby,spotify,51,38661.0,US,spotify,0,0,34566.8125,1,1
72108,72122,TR,edm_dance,1,spotify:user:spotify:playlist:37i9dQZF1DWXxFrpWsbL4P,Dans Partisi,spotify,2,19800.0,TR,spotify,1,1,46561.05263157895,0,2
74571,74585,TR,edm_dance,2,spotify:user:spotify:playlist:37i9dQZF1DXcge7Yxj6NN7,Hiss-i Elektro,spotify,1,3201.0,TR,spotify,1,1,46561.05263157895,0,2
72375,72389,TR,edm_dance,8,spotify:user:spotify:playlist:37i9dQZF1DX0BcQWzuB7ZO,Dance Rewind,spotify,55,113263.0,US,spotify,0,0,46561.05263157895,1,1
72447,72461,TR,edm_dance,19,spotify:user:spotify:playlist:37i9dQZF1DX0hvSv9Rf41p,Bass Arcade,spotify,116,61799.0,US,spotify,0,0,46561.05263157895,1,1
73196,73210,TR,edm_dance,10,spotify:user:spotify:playlist:37i9dQZF1DX4dyzvuaRJ0n,mint,spotify,93,330434.0,US,spotify,0,0,46561.05263157895,1,1
73662,73676,TR,edm_dance,4,spotify:user:spotify:playlist:37i9dQZF1DX6VdMW310YC7,Chill Tracks,spotify,114,327562.0,US,spotify,0,0,46561.05263157895,1,1
74128,74142,TR,edm_dance,21,spotify:user:spotify:playlist:37i9dQZF1DX8tZsk68tuDw,Dance Rising,spotify,58,109727.0,US,spotify,0,0,46561.05263157895,1,1
74326,74340,TR,edm_dance,5,spotify:user:spotify:playlist:37i9dQZF1DXa8NOEUWPn9W,Housewerk,spotify,58,99041.0,US,spotify,0,0,46561.05263157895,1,1
74392,74406,TR,edm_dance,3,spotify:user:spotify:playlist:37i9dQZF1DXaXB8fQg7xif,Dance Party,spotify,112,223982.0,US,spotify,0,0,46561.05263157895,1,1
74535,74549,TR,edm_dance,7,spotify:user:spotify:playlist:37i9dQZF1DXcZDD7cfEKhW,Dance Pop,spotify,55,129011.0,US,spotify,0,0,46561.05263157895,1,1
43981,44050,TR,dinner,1,spotify:user:spotify:playlist:37i9dQZF1DWWSx7xoGkIMC,Meyhane Şarkıları,spotify,1,9103.0,TR,spotify,1,1,12073.235294117647,0,2
43783,43852,TR,dinner,5,spotify:user:spotify:playlist:37i9dQZF1DWTALrdBtcXjw,Jazzy Dinner,spotify,58,30380.0,US,spotify,0,0,12073.235294117647,1,1
43842,43911,TR,dinner,3,spotify:user:spotify:playlist:37i9dQZF1DWTJNOeepZTGy,Wine & Dine,spotify,59,13580.0,US,spotify,0,0,12073.235294117647,1,1
44542,44611,TR,dinner,2,spotify:user:spotify:playlist:37i9dQZF1DXatMjChPKgBk,Dinner Music,spotify,55,49603.0,US,spotify,0,0,12073.235294117647,1,1
44626,44695,TR,dinner,4,spotify:user:spotify:playlist:37i9dQZF1DXbm6HfkbMtFZ,Feel Good Dinner,spotify,56,64080.0,US,spotify,0,0,12073.235294117647,1,1
54984,54998,TR,decades,7,spotify:user:spotify:playlist:37i9dQZF1DWYQalEXIZrSu,#TBT,spotify,1,14283.0,TR,spotify,1,1,181214.7931034483,0,2
54992,55006,TR,decades,3,spotify:user:spotify:playlist:37i9dQZF1DWYteTcNVQZNq,Türkçe 2000'ler,spotify,1,49543.0,TR,spotify,1,1,181214.7931034483,0,2
55792,55806,TR,decades,6,spotify:user:spotify:playlist:37i9dQZF1DX4io1yPyoLtv,Türkçe 80'ler,spotify,1,37006.0,TR,spotify,1,1,181214.7931034483,0,2
56478,56492,TR,decades,10,spotify:user:spotify:playlist:37i9dQZF1DX96QjuVCLZnN,Klasik Hitler,spotify,1,20039.0,TR,spotify,1,1,181214.7931034483,0,2
56484,56498,TR,decades,1,spotify:user:spotify:playlist:37i9dQZF1DX9azIhpBmNbd,Babalar,spotify,1,8475.0,TR,spotify,1,1,181214.7931034483,0,2
56510,56524,TR,decades,9,spotify:user:spotify:playlist:37i9dQZF1DXaAWn8mryoAL,Türkçe 70'ler,spotify,1,21160.0,TR,spotify,1,1,181214.7931034483,0,2
56874,56888,TR,decades,2,spotify:user:spotify:playlist:37i9dQZF1DXb7MJRXLczzR,Türkçe 90'lar,spotify,1,108020.0,TR,spotify,1,1,181214.7931034483,0,2
54448,54462,TR,decades,14,spotify:user:spotify:playlist:37i9dQZF1DWTJ7xPn4vNaz,All Out 70s,spotify,56,473161.0,US,spotify,0,0,181214.7931034483,1,1
54513,54527,TR,decades,5,spotify:user:spotify:playlist:37i9dQZF1DWTTOOVXX4BxR,This Is Müslüm Gürses,spotify,1,,,,0,1,181214.7931034483,0,1
54637,54651,TR,decades,48,spotify:user:spotify:playlist:37i9dQZF1DWVUSF6gmaR8i,The Piano Lounge,spotify,18,10035.0,US,spotify,0,1,181214.7931034483,0,1
54786,54800,TR,decades,34,spotify:user:spotify:playlist:37i9dQZF1DWWwaxRea1LWS,#ThrowbackThursday,spotify,47,406759.0,US,spotify,0,0,181214.7931034483,1,1
55369,55383,TR,decades,12,spotify:user:spotify:playlist:37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,spotify,114,570374.0,US,spotify,0,0,181214.7931034483,1,1
55705,55719,TR,decades,18,spotify:user:spotify:playlist:37i9dQZF1DX3oM43CtKnRV,00s Rock Anthems,spotify,114,237491.0,US,spotify,0,0,181214.7931034483,1,1
55785,55799,TR,decades,11,spotify:user:spotify:playlist:37i9dQZF1DX4UtSsGT1Sbe,All Out 80s,spotify,56,887566.0,US,spotify,0,0,181214.7931034483,1,1
55827,55841,TR,decades,4,spotify:user:spotify:playlist:37i9dQZF1DX4o1oenSJRJd,All Out 00s,spotify,56,2303898.0,US,spotify,0,0,181214.7931034483,1,1
55886,55900,TR,decades,8,spotify:user:spotify:playlist:37i9dQZF1DX5Ejj0EkURtP,All Out 10s,spotify,57,1173427.0,US,spotify,0,0,181214.7931034483,1,1
56419,56433,TR,decades,15,spotify:user:spotify:playlist:37i9dQZF1DX8j4KHUVrE2f,Easy 00s,spotify,34,248588.0,GB,spotify,0,0,181214.7931034483,1,1
57047,57061,TR,decades,13,spotify:user:spotify:playlist:37i9dQZF1DXbTxeAdrVG2l,All Out 90s,spotify,56,1193307.0,US,spotify,0,0,181214.7931034483,1,1
52242,52256,TR,country,3,spotify:user:spotify:playlist:37i9dQZF1DWTkxQvqMy4WW,Chillin' on a Dirt Road,spotify,109,481184.0,US,spotify,0,0,110656.44444444444,1,1
52866,52880,TR,country,10,spotify:user:spotify:playlist:37i9dQZF1DWYnwbYQ5HnZU,Country Gold,spotify,58,273394.0,US,spotify,0,0,110656.44444444444,1,1
53040,53054,TR,country,1,spotify:user:spotify:playlist:37i9dQZF1DX1lVhptIYRda,Hot Country,spotify,82,1220495.0,US,spotify,0,0,110656.44444444444,1,1
53669,53683,TR,country,15,spotify:user:spotify:playlist:37i9dQZF1DX7aUUBCKwo4Y,Nashville's Worldwide Hot 50,spotify,58,300707.0,US,spotify,0,0,110656.44444444444,1,1
53738,53752,TR,country,16,spotify:user:spotify:playlist:37i9dQZF1DX8S0uQvJ4gaa,New Boots,spotify,58,229483.0,US,spotify,0,0,110656.44444444444,1,1
53754,53768,TR,country,4,spotify:user:spotify:playlist:37i9dQZF1DX8WMG8VPSOJC,Country Kind of Love,spotify,116,355703.0,US,spotify,0,0,110656.44444444444,1,1
54015,54029,TR,country,18,spotify:user:spotify:playlist:37i9dQZF1DXaiEFNvQPZrM,Country's Greatest Hits:  The '90s,spotify,115,166563.0,US,spotify,0,0,110656.44444444444,1,1
54235,54249,TR,country,17,spotify:user:spotify:playlist:37i9dQZF1DXdgnLr18vPvu,Tailgate Party,spotify,95,187409.0,US,spotify,0,0,110656.44444444444,1,1
43513,43582,TR,comedy,2,spotify:user:spotify:playlist:37i9dQZF1DWWfTJcFZsvJO,The Laugh List,spotify,48,14145.0,US,spotify,0,0,6818.666666666667,1,1
65590,65604,TR,classical,29,spotify:user:spotify:playlist:37i9dQZF1DWUPafHP1BJw1,Pop Goes Classical,spotify,58,21130.0,US,spotify,0,0,8256.602272727272,1,1
65692,65706,TR,classical,7,spotify:user:spotify:playlist:37i9dQZF1DWUqIzZNMSCv3,Gentle Piano Concertos,spotify,58,29874.0,US,spotify,0,0,8256.602272727272,1,1
65789,65803,TR,classical,11,spotify:user:spotify:playlist:37i9dQZF1DWUvHZA1zLcjW,Chilled Classical,spotify,60,47073.0,GB,spotify,0,0,8256.602272727272,1,1
65865,65879,TR,classical,19,spotify:user:spotify:playlist:37i9dQZF1DWUwJtOwikfWr,Intense Studying: Mixtape Edition,spotify,58,9860.0,US,spotify,0,0,8256.602272727272,1,1
65925,65939,TR,classical,2,spotify:user:spotify:playlist:37i9dQZF1DWV0gynK7G6pD,Classical New Releases: Spotify Picks,spotify,58,44619.0,US,spotify,0,0,8256.602272727272,1,1
66294,66308,TR,classical,10,spotify:user:spotify:playlist:37i9dQZF1DWWEJlAGA9gs0,Classical Essentials,spotify,58,144326.0,US,spotify,0,0,8256.602272727272,1,1
66662,66676,TR,classical,32,spotify:user:spotify:playlist:37i9dQZF1DWXBq4mDDFnfA,Classical Guitar 50: Spotify Picks,spotify,58,11591.0,US,spotify,0,0,8256.602272727272,1,1
66850,66864,TR,classical,8,spotify:user:spotify:playlist:37i9dQZF1DWXi6GqUgtvam,Lute Music For Alchemists,spotify,58,8844.0,US,spotify,0,0,8256.602272727272,1,1
66886,66900,TR,classical,18,spotify:user:spotify:playlist:37i9dQZF1DWXjj6kdiviS0,Baroque 50: Spotify Picks,spotify,58,10366.0,US,spotify,0,0,8256.602272727272,1,1
67476,67490,TR,classical,13,spotify:user:spotify:playlist:37i9dQZF1DX0Aaer4Jzfgm,Easy Classical,spotify,110,31801.0,GB,spotify,0,0,8256.602272727272,1,1
67574,67588,TR,classical,3,spotify:user:spotify:playlist:37i9dQZF1DX0DHxkHcf1Tl,Symphonies: Where To Start,spotify,58,38669.0,US,spotify,0,0,8256.602272727272,1,1
67652,67666,TR,classical,26,spotify:user:spotify:playlist:37i9dQZF1DX0i61tT0OnnK,Space-themed Classical Music,spotify,58,9171.0,US,spotify,0,0,8256.602272727272,1,1
67813,67827,TR,classical,5,spotify:user:spotify:playlist:37i9dQZF1DX0z6CeZuw5dA,Folk-inspired Classical Music,spotify,58,19600.0,US,spotify,0,0,8256.602272727272,1,1
68178,68192,TR,classical,1,spotify:user:spotify:playlist:37i9dQZF1DX21bRPJuEN7r,Composer Weekly: Michael Gordon,spotify,58,14853.0,US,spotify,0,0,8256.602272727272,1,1
68290,68304,TR,classical,6,spotify:user:spotify:playlist:37i9dQZF1DX2aCk0vzzaZQ,Classical Music For Metalheads,spotify,58,14861.0,US,spotify,0,0,8256.602272727272,1,1
68789,68803,TR,classical,17,spotify:user:spotify:playlist:37i9dQZF1DX561TxkFttR4,88 Keys,spotify,58,8295.0,US,spotify,0,0,8256.602272727272,1,1
69040,69054,TR,classical,16,spotify:user:spotify:playlist:37i9dQZF1DX6K3W8KBiALe,Classical Moments in Movies,spotify,58,8452.0,US,spotify,0,0,8256.602272727272,1,1
69492,69506,TR,classical,12,spotify:user:spotify:playlist:37i9dQZF1DX7KrTMVQnM02,Quiet Moment,spotify,110,23598.0,US,spotify,0,0,8256.602272727272,1,1
69642,69656,TR,classical,28,spotify:user:spotify:playlist:37i9dQZF1DX7cBprxbt1Fn,Gentle Classical: From Dusk till Dawn,spotify,58,10306.0,US,spotify,0,0,8256.602272727272,1,1
69884,69898,TR,classical,22,spotify:user:spotify:playlist:37i9dQZF1DX8Sz1gsYZdwj,Classical Lullabies,spotify,58,16296.0,US,spotify,0,0,8256.602272727272,1,1
70048,70062,TR,classical,23,spotify:user:spotify:playlist:37i9dQZF1DX9G9wwzwWL2k,Epic Classical,spotify,58,8661.0,US,spotify,0,0,8256.602272727272,1,1
70118,70132,TR,classical,20,spotify:user:spotify:playlist:37i9dQZF1DX9OZisIoJQhG,Morning Classical,spotify,58,18438.0,US,spotify,0,0,8256.602272727272,1,1
70396,70410,TR,classical,4,spotify:user:spotify:playlist:37i9dQZF1DXabrEiRjQMgs,Classical Dance Music: Ballet & Beyond,spotify,58,29488.0,US,spotify,0,0,8256.602272727272,1,1
70492,70506,TR,classical,15,spotify:user:spotify:playlist:37i9dQZF1DXah8e1pvF5oE,Piano 100: Spotify Picks,spotify,58,9825.0,US,spotify,0,0,8256.602272727272,1,1
70737,70751,TR,classical,14,spotify:user:spotify:playlist:37i9dQZF1DXbIeCFU20wRm,Atmospheric Sci-fi Soundtracks,spotify,58,15783.0,US,spotify,0,0,8256.602272727272,1,1
71602,71616,TR,classical,27,spotify:user:spotify:playlist:37i9dQZF1DXddGd6mP5X2a,Orchestra 100: Spotify Picks,spotify,58,10897.0,US,spotify,0,0,8256.602272727272,1,1
27533,27602,TR,chill,3,spotify:user:spotify:playlist:37i9dQZF1DXa1qRoAAkUFs,Chill Şarkılar,spotify,1,77451.0,TR,spotify,1,1,57984.1,1,3
26004,26073,TR,chill,43,spotify:user:spotify:playlist:37i9dQZF1DX0D4XlJpbi50,Soğuk,spotify,1,728.0,TR,spotify,1,1,57984.1,0,2
26015,26084,TR,chill,48,spotify:user:spotify:playlist:37i9dQZF1DX0FJ8JYkqiJu,Just Chill,spotify,10,65292.0,AU,spotify,0,1,57984.1,1,2
26098,26167,TR,chill,4,spotify:user:spotify:playlist:37i9dQZF1DX19AnUWIQ7nB,Sütliman,spotify,1,30788.0,TR,spotify,1,1,57984.1,0,2
26411,26480,TR,chill,32,spotify:user:spotify:playlist:37i9dQZF1DX32iTMwjM5Xf,Balkon Sefası,spotify,1,1574.0,TR,spotify,1,1,57984.1,0,2
26925,26994,TR,chill,2,spotify:user:spotify:playlist:37i9dQZF1DX5oKU1zTFGEH,Türk Kahvesi,spotify,1,13842.0,TR,spotify,1,1,57984.1,0,2
27888,27957,TR,chill,1,spotify:user:spotify:playlist:37i9dQZF1DXcy0AaElSqwE,Arkada Çalsın,spotify,1,49533.0,TR,spotify,1,1,57984.1,0,2
24764,24833,TR,chill,23,spotify:user:spotify:playlist:37i9dQZF1DWT7XSlwvR1ar,Totally Stress Free,spotify,49,69182.0,US,spotify,0,0,57984.1,1,1
24868,24937,TR,chill,20,spotify:user:spotify:playlist:37i9dQZF1DWTkxQvqMy4WW,Chillin' on a Dirt Road,spotify,109,481184.0,US,spotify,0,0,57984.1,1,1
24932,25001,TR,chill,9,spotify:user:spotify:playlist:37i9dQZF1DWU0ScTcjJBdj,Relax & Unwind,spotify,113,217713.0,US,spotify,0,0,57984.1,1,1
25029,25098,TR,chill,13,spotify:user:spotify:playlist:37i9dQZF1DWUH2AzNQzWua,Acoustic Hits: Oldies but Goodies,spotify,113,158130.0,GB,spotify,0,0,57984.1,1,1
25187,25256,TR,chill,52,spotify:user:spotify:playlist:37i9dQZF1DWVUSF6gmaR8i,The Piano Lounge,spotify,18,10035.0,US,spotify,0,1,57984.1,0,1
25232,25301,TR,chill,33,spotify:user:spotify:playlist:37i9dQZF1DWVl5gPCRkquk,Chill as Folk,spotify,105,98691.0,US,spotify,0,0,57984.1,1,1
25247,25316,TR,chill,18,spotify:user:spotify:playlist:37i9dQZF1DWVtzubo4lvxd,Sunset Chill,spotify,5,,,,0,1,57984.1,0,1
25396,25465,TR,chill,61,spotify:user:spotify:playlist:37i9dQZF1DWWzN91i1LVSo,Chill Singer-Songwriter,spotify,3,2856.0,US,spotify,0,1,57984.1,0,1
25410,25479,TR,chill,60,spotify:user:spotify:playlist:37i9dQZF1DWWzVPEmatsUB,Mellow Morning,spotify,39,134471.0,US,spotify,0,0,57984.1,1,1
25476,25545,TR,chill,7,spotify:user:spotify:playlist:37i9dQZF1DWXLeA8Omikj7,Brain Food,spotify,114,92710.0,US,spotify,0,0,57984.1,1,1
25691,25760,TR,chill,44,spotify:user:spotify:playlist:37i9dQZF1DWYGZAMYFDM8S,Acoustic Chill,spotify,3,10078.0,US,spotify,0,1,57984.1,0,1
25759,25828,TR,chill,14,spotify:user:spotify:playlist:37i9dQZF1DWYiR2Uqcon0X,Country Coffeehouse,spotify,154,69830.0,US,spotify,0,0,57984.1,1,1
26545,26614,TR,chill,17,spotify:user:spotify:playlist:37i9dQZF1DX3qCx5yEZkcJ,Mellow Beats,spotify,114,115520.0,US,spotify,0,0,57984.1,1,1
26574,26643,TR,chill,55,spotify:user:spotify:playlist:37i9dQZF1DX3wzU43lch6G,Sahil Şarkıları,spotify,1,,,,0,1,57984.1,0,1
26697,26766,TR,chill,5,spotify:user:spotify:playlist:37i9dQZF1DX4WYpdgoIcn6,Chill Hits,spotify,50,584502.0,US,spotify,0,0,57984.1,1,1
26771,26840,TR,chill,21,spotify:user:spotify:playlist:37i9dQZF1DX504r1DvyvxG,Classic Acoustic,spotify,109,104249.0,US,spotify,0,0,57984.1,1,1
27034,27103,TR,chill,12,spotify:user:spotify:playlist:37i9dQZF1DX6VdMW310YC7,Chill Tracks,spotify,114,327562.0,US,spotify,0,0,57984.1,1,1
27117,27186,TR,chill,6,spotify:user:spotify:playlist:37i9dQZF1DX6ziVCJnEm59,Your Favorite Coffeehouse,spotify,165,220059.0,US,spotify,0,0,57984.1,1,1
27173,27242,TR,chill,63,spotify:user:spotify:playlist:37i9dQZF1DX7ZnTv0GKubq,Spotify & Chill,spotify,12,9747.0,GB,spotify,0,1,57984.1,0,1
27200,27269,TR,chill,79,spotify:user:spotify:playlist:37i9dQZF1DX83I5je4W4rP,Beach Vibes,spotify,40,59392.0,US,spotify,0,0,57984.1,1,1
27242,27311,TR,chill,24,spotify:user:spotify:playlist:37i9dQZF1DX889U0CL85jj,Chill Vibes,spotify,50,75135.0,US,spotify,0,0,57984.1,1,1
27335,27404,TR,chill,16,spotify:user:spotify:playlist:37i9dQZF1DX8TvdyVZSYFY,Acoustic Throwbacks,spotify,55,74442.0,BR,spotify,0,0,57984.1,1,1
27418,27487,TR,chill,70,spotify:user:spotify:playlist:37i9dQZF1DX9FIMhEujaK6,Ibiza Sunset,spotify,12,6651.0,GB,spotify,0,1,57984.1,0,1
27528,27597,TR,chill,27,spotify:user:spotify:playlist:37i9dQZF1DXa1BeMIGX5Du,Coffee   Chill,spotify,7,43384.0,AU,spotify,0,1,57984.1,0,1
27611,27680,TR,chill,56,spotify:user:spotify:playlist:37i9dQZF1DXa9xHlDa5fc6,License To Chill,spotify,38,63396.0,US,spotify,0,0,57984.1,1,1
27675,27744,TR,chill,82,spotify:user:spotify:playlist:37i9dQZF1DXbLx6H12mpQk,Low-key Weekend,spotify,9,8229.0,AU,spotify,0,1,57984.1,0,1
27865,27934,TR,chill,28,spotify:user:spotify:playlist:37i9dQZF1DXci7j0DJQgGp,Hanging Out and Relaxing,spotify,52,142259.0,US,spotify,0,0,57984.1,1,1
28084,28153,TR,chill,30,spotify:user:spotify:playlist:37i9dQZF1DXdd3gw5QVjt9,Morning Acoustic,spotify,101,75427.0,US,spotify,0,0,57984.1,1,1
28112,28181,TR,chill,51,spotify:user:spotify:playlist:37i9dQZF1DXdxjdZwLamNx,Gentle Acoustic,spotify,10,9065.0,AU,spotify,0,1,57984.1,0,1
23749,23818,TR,blues,11,spotify:user:spotify:playlist:37i9dQZF1DWSKpvyAAcaNZ,Blues & Roots Rock,spotify,173,14921.0,US,spotify,0,0,9795.29411764706,1,1
23997,24066,TR,blues,2,spotify:user:spotify:playlist:37i9dQZF1DX2iUghHXGIjj,Acoustic Blues,spotify,58,11706.0,BR,spotify,0,0,9795.29411764706,1,1
24343,24412,TR,blues,8,spotify:user:spotify:playlist:37i9dQZF1DXaOWYud3Cg4V,The Birth of Rhythm & Blues,spotify,113,10034.0,US,spotify,0,0,9795.29411764706,1,1
24421,24490,TR,blues,17,spotify:user:spotify:playlist:37i9dQZF1DXb3MZdETGqKB,Nu-Blue,spotify,58,10870.0,US,spotify,0,0,9795.29411764706,1,1
24544,24613,TR,blues,12,spotify:user:spotify:playlist:37i9dQZF1DXcFk5r8uS3l2,Blues Roots,spotify,116,27699.0,US,spotify,0,0,9795.29411764706,1,1
24584,24653,TR,blues,7,spotify:user:spotify:playlist:37i9dQZF1DXcnkReojaCnV,In the Name of the Blues,spotify,58,24002.0,US,spotify,0,0,9795.29411764706,1,1
59614,59628,SV,workout,8,spotify:user:spotify:playlist:37i9dQZF1DWSJHnPb1f0X3,Cardio,spotify,58,81385.0,US,spotify,0,0,81223.34042553192,1,1
59894,59908,SV,workout,6,spotify:user:spotify:playlist:37i9dQZF1DWUVpAXiEPK8P,Power Workout,spotify,58,424747.0,US,spotify,0,0,81223.34042553192,1,1
60777,60791,SV,workout,17,spotify:user:spotify:playlist:37i9dQZF1DX0HRj9P7NxeE,Workout Twerkout,spotify,58,146224.0,US,spotify,0,0,81223.34042553192,1,1
61268,61282,SV,workout,5,spotify:user:spotify:playlist:37i9dQZF1DX4eRPd9frC1m,Hype,spotify,58,370971.0,US,spotify,0,0,81223.34042553192,1,1
61503,61517,SV,workout,9,spotify:user:spotify:playlist:37i9dQZF1DX70RN3TfWWJh,Workout,spotify,58,459585.0,US,spotify,0,0,81223.34042553192,1,1
61520,61534,SV,workout,1,spotify:user:spotify:playlist:37i9dQZF1DX76Wlfdnj7AP,Beast Mode,spotify,58,1225461.0,US,spotify,0,0,81223.34042553192,1,1
61920,61934,SV,workout,2,spotify:user:spotify:playlist:37i9dQZF1DX9ZKyQHcEFXZ,Para Entrenar,spotify,17,64842.0,MX,spotify,0,1,81223.34042553192,0,1
62006,62020,SV,workout,34,spotify:user:spotify:playlist:37i9dQZF1DXadOVCgGhS7j,Fun Run 150–165 BPM,spotify,58,97318.0,US,spotify,0,0,81223.34042553192,1,1
62477,62491,SV,workout,3,spotify:user:spotify:playlist:37i9dQZF1DXdxcBWuJkbcy,Motivation Mix,spotify,58,192936.0,US,spotify,0,0,81223.34042553192,1,1
62529,62543,SV,workout,10,spotify:user:spotify:playlist:37i9dQZF1DXe6bgV3TmZOL,Adrenaline Workout,spotify,116,87627.0,US,spotify,0,0,81223.34042553192,1,1
50934,50948,SV,travel,7,spotify:user:spotify:playlist:37i9dQZF1DWU13kKnk03AP,Daily Lift,spotify,58,488813.0,US,spotify,0,0,113699.76,1,1
51112,51126,SV,travel,4,spotify:user:spotify:playlist:37i9dQZF1DWWMOmoXKqHTD,Songs to Sing in the Car,spotify,110,1461873.0,US,spotify,0,0,113699.76,1,1
51149,51163,SV,travel,6,spotify:user:spotify:playlist:37i9dQZF1DWWiDhnQ2IIru,70s Road Trip,spotify,58,190254.0,US,spotify,0,0,113699.76,1,1
51814,51828,SV,travel,5,spotify:user:spotify:playlist:37i9dQZF1DX9wC1KY45plY,Classic Road Trip Songs,spotify,58,276760.0,US,spotify,0,0,113699.76,1,1
52070,52084,SV,travel,27,spotify:user:spotify:playlist:37i9dQZF1DXdcAnM28dnna,Afrobeat Latino,spotify,17,,,,0,1,113699.76,0,1
64565,64579,SV,toplists,5,spotify:user:spotify:playlist:37i9dQZF1DWSIJCwMOQ10E,Rumba Colombiana,spotify,8,1557.0,CO,spotify,0,1,211135.27272727274,0,1
64676,64690,SV,toplists,4,spotify:user:spotify:playlist:37i9dQZF1DWY7IeIP1cdjF,Baila Reggaeton,spotify,80,710598.0,MX,spotify,0,0,211135.27272727274,1,1
64692,64706,SV,toplists,7,spotify:user:spotify:playlist:37i9dQZF1DWYN0zdqzbEwl,Rock en Español,spotify,45,617280.0,MX,spotify,0,0,211135.27272727274,1,1
64722,64736,SV,toplists,9,spotify:user:spotify:playlist:37i9dQZF1DX07X8UDWKEwP,Onda Tropical Nuevos Sabores,spotify,12,746.0,MX,spotify,0,1,211135.27272727274,0,1
64738,64752,SV,toplists,11,spotify:user:spotify:playlist:37i9dQZF1DX09mi3a4Zmox,Baladas Románticas,spotify,50,309841.0,MX,spotify,0,0,211135.27272727274,1,1
65006,65020,SV,toplists,2,spotify:user:spotify:playlist:37i9dQZF1DX8O2z77nfMgH,Novedades Viernes Sudamérica,spotify,17,66340.0,AR,spotify,0,1,211135.27272727274,0,1
65023,65037,SV,toplists,16,spotify:user:spotify:playlist:37i9dQZF1DX92MLsP3K1fI,Pop Up,spotify,28,308458.0,MX,spotify,0,0,211135.27272727274,1,1
21995,22064,SV,soul,3,spotify:user:spotify:playlist:37i9dQZF1DWULEW2RfoSCi,35 Soul Classics 1970–1975,spotify,58,109691.0,US,spotify,0,0,86368.5,1,1
22062,22131,SV,soul,8,spotify:user:spotify:playlist:37i9dQZF1DWVEvzGeX3eRs,'90s Baby Makers,spotify,174,113495.0,US,spotify,0,0,86368.5,1,1
22117,22186,SV,soul,18,spotify:user:spotify:playlist:37i9dQZF1DWVJE8hP95f7v,Soul Brasil,spotify,19,8405.0,BR,spotify,0,1,86368.5,0,1
22568,22637,SV,soul,4,spotify:user:spotify:playlist:37i9dQZF1DX2UgsUIg75Vg,Chilled R&B,spotify,116,459637.0,US,spotify,0,0,86368.5,1,1
22709,22778,SV,soul,1,spotify:user:spotify:playlist:37i9dQZF1DX4SBhb3fqCJd,Are & Be,spotify,147,765794.0,US,spotify,0,0,86368.5,1,1
