,index,territory,category_id,Position,playlist_uri,playlist_name_x,owner_id,count_appearance,listeners,country_owner,playlist_owner,same_as_country,local,mean_listeners_cat_terr,popular,score
22919,22988,SV,soul,7,spotify:user:spotify:playlist:37i9dQZF1DX6VDO8a6cQME,I Love My '90s R&B,spotify,116,244516.0,US,spotify,0,0,86368.5,1,1
41909,41978,SV,sleep,3,spotify:user:spotify:playlist:37i9dQZF1DWTmhGAhbrFb3,Bajo Las Estrellas,spotify,17,,,,0,1,77962.4,0,1
42424,42493,SV,sleep,6,spotify:user:spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,Sleep,spotify,58,173111.0,US,spotify,0,0,77962.4,1,1
42677,42746,SV,sleep,5,spotify:user:spotify:playlist:37i9dQZF1DX4sWSpwq3LiO,Peaceful Piano,spotify,116,445133.0,US,spotify,0,0,77962.4,1,1
42824,42893,SV,sleep,2,spotify:user:spotify:playlist:37i9dQZF1DX7aAuYd7Jogj,Sueño Profundo,spotify,17,,,,0,1,77962.4,0,1
36087,36156,SV,roots,10,spotify:user:spotify:playlist:37i9dQZF1DWSkMjlBZAZ07,Happy Folk,spotify,113,91941.0,US,spotify,0,0,31420.36842105263,1,1
36120,36189,SV,roots,7,spotify:user:spotify:playlist:37i9dQZF1DWSlw12ofHcMM,Swagger,spotify,132,117711.0,US,spotify,0,0,31420.36842105263,1,1
36221,36290,SV,roots,18,spotify:user:spotify:playlist:37i9dQZF1DWSlwBojgQEcN,Acoustic Love,spotify,116,42878.0,US,spotify,0,0,31420.36842105263,1,1
36439,36508,SV,roots,13,spotify:user:spotify:playlist:37i9dQZF1DWU0ScTcjJBdj,Relax & Unwind,spotify,113,217713.0,US,spotify,0,0,31420.36842105263,1,1
36659,36728,SV,roots,9,spotify:user:spotify:playlist:37i9dQZF1DWUNIrSzKgQbP,Autumn Acoustic,spotify,92,171325.0,US,spotify,0,0,31420.36842105263,1,1
36734,36803,SV,roots,56,spotify:user:spotify:playlist:37i9dQZF1DWUgBy0IJPlHq,Back Porch,spotify,116,32967.0,US,spotify,0,0,31420.36842105263,1,1
36872,36941,SV,roots,6,spotify:user:spotify:playlist:37i9dQZF1DWVl5gPCRkquk,Chill as Folk,spotify,105,98691.0,US,spotify,0,0,31420.36842105263,1,1
37283,37352,SV,roots,4,spotify:user:spotify:playlist:37i9dQZF1DWXJyjYpHunCf,Folk Pop,spotify,57,38708.0,US,spotify,0,0,31420.36842105263,1,1
37348,37417,SV,roots,30,spotify:user:spotify:playlist:37i9dQZF1DWXmlLSKkfdAk,Acoustic Covers,spotify,103,295884.0,US,spotify,0,0,31420.36842105263,1,1
37484,37553,SV,roots,1,spotify:user:spotify:playlist:37i9dQZF1DWYV7OOaGhoH0,Roots Rising,spotify,58,48131.0,US,spotify,0,0,31420.36842105263,1,1
37543,37612,SV,roots,21,spotify:user:spotify:playlist:37i9dQZF1DWZ0OzPeadl0h,Evening Chill,spotify,107,57376.0,US,spotify,0,0,31420.36842105263,1,1
37717,37786,SV,roots,25,spotify:user:spotify:playlist:37i9dQZF1DX0IyMQV27EGn,Femme Fatale,spotify,113,31671.0,US,spotify,0,0,31420.36842105263,1,1
37771,37840,SV,roots,79,spotify:user:spotify:playlist:37i9dQZF1DX0JKUIfwQSJh,70s & 80s Acoustic,spotify,78,77460.0,US,spotify,0,0,31420.36842105263,1,1
38996,39065,SV,roots,74,spotify:user:spotify:playlist:37i9dQZF1DX504r1DvyvxG,Classic Acoustic,spotify,109,104249.0,US,spotify,0,0,31420.36842105263,1,1
39454,39523,SV,roots,19,spotify:user:spotify:playlist:37i9dQZF1DX5Q5wA1hY6bS,Stay Wild,spotify,102,50735.0,US,spotify,0,0,31420.36842105263,1,1
39664,39733,SV,roots,2,spotify:user:spotify:playlist:37i9dQZF1DX6z20IXmBjWI,Infinite Acoustic,spotify,110,94589.0,US,spotify,0,0,31420.36842105263,1,1
39738,39807,SV,roots,12,spotify:user:spotify:playlist:37i9dQZF1DX6ziVCJnEm59,Your Favorite Coffeehouse,spotify,165,220059.0,US,spotify,0,0,31420.36842105263,1,1
40535,40604,SV,roots,77,spotify:user:spotify:playlist:37i9dQZF1DXa19sXUAHiO1,Good Times: Great Oldies,spotify,79,88514.0,US,spotify,0,0,31420.36842105263,1,1
40640,40709,SV,roots,29,spotify:user:spotify:playlist:37i9dQZF1DXa2PsvJSPnPf,Front Porch,spotify,113,35397.0,US,spotify,0,0,31420.36842105263,1,1
41014,41083,SV,roots,78,spotify:user:spotify:playlist:37i9dQZF1DXb9LIXaj5WhL,90s Acoustic,spotify,115,150963.0,US,spotify,0,0,31420.36842105263,1,1
41311,41380,SV,roots,16,spotify:user:spotify:playlist:37i9dQZF1DXcWBRiUaG3o5,Evening Acoustic,spotify,106,51612.0,US,spotify,0,0,31420.36842105263,1,1
41575,41644,SV,roots,14,spotify:user:spotify:playlist:37i9dQZF1DXdd3gw5QVjt9,Morning Acoustic,spotify,101,75427.0,US,spotify,0,0,31420.36842105263,1,1
41633,41702,SV,roots,83,spotify:user:spotify:playlist:37i9dQZF1DXdxZQJxjFMLO,This Is The Lumineers,spotify,58,68427.0,US,spotify,0,0,31420.36842105263,1,1
41714,41783,SV,roots,98,spotify:user:spotify:playlist:37i9dQZF1DXe1eE6Gj3EKS,This Is: Jack Johnson,spotify,58,107961.0,US,spotify,0,0,31420.36842105263,1,1
58622,58636,SV,romance,6,spotify:user:spotify:playlist:37i9dQZF1DX3llIQ4rouPW,Más Que Amigos,spotify,18,144737.0,MX,spotify,0,1,71027.17073170732,1,2
57668,57682,SV,romance,5,spotify:user:spotify:playlist:37i9dQZF1DWUoGbRYcteyC,Amor Amor,spotify,102,198204.0,MX,spotify,0,0,71027.17073170732,1,1
57761,57775,SV,romance,28,spotify:user:spotify:playlist:37i9dQZF1DWVEvzGeX3eRs,'90s Baby Makers,spotify,174,113495.0,US,spotify,0,0,71027.17073170732,1,1
57963,57977,SV,romance,9,spotify:user:spotify:playlist:37i9dQZF1DWXqpDKK4ed9O,90s Love Songs,spotify,58,190807.0,US,spotify,0,0,71027.17073170732,1,1
58109,58123,SV,romance,35,spotify:user:spotify:playlist:37i9dQZF1DWZB2nLSKnBNU,This Is Paquita la del Barrio,spotify,17,,,,0,1,71027.17073170732,0,1
58235,58249,SV,romance,1,spotify:user:spotify:playlist:37i9dQZF1DX09mi3a4Zmox,Baladas Románticas,spotify,50,309841.0,MX,spotify,0,0,71027.17073170732,1,1
58802,58816,SV,romance,2,spotify:user:spotify:playlist:37i9dQZF1DX4yeSNLFx6qI,Sin Ti,spotify,37,89163.0,MX,spotify,0,0,71027.17073170732,1,1
58837,58851,SV,romance,8,spotify:user:spotify:playlist:37i9dQZF1DX50QitC6Oqtn,Love Pop,spotify,23,331888.0,US,spotify,0,0,71027.17073170732,1,1
58890,58904,SV,romance,17,spotify:user:spotify:playlist:37i9dQZF1DX5IDTimEWoTd,Warm Fuzzy Feeling,spotify,58,103025.0,US,spotify,0,0,71027.17073170732,1,1
58969,58983,SV,romance,11,spotify:user:spotify:playlist:37i9dQZF1DX6rXTaz81RRT,Te Quiero,spotify,17,42045.0,MX,spotify,0,1,71027.17073170732,0,1
59123,59137,SV,romance,16,spotify:user:spotify:playlist:37i9dQZF1DX7dzyLVHGCZl,This Is José José,spotify,17,,,,0,1,71027.17073170732,0,1
59184,59198,SV,romance,23,spotify:user:spotify:playlist:37i9dQZF1DX7rOY2tZUw1k,Timeless Love Songs,spotify,58,79136.0,GB,spotify,0,0,71027.17073170732,1,1
59211,59225,SV,romance,4,spotify:user:spotify:playlist:37i9dQZF1DX7x2mm8ITS7h,Sólo para dos,spotify,17,13309.0,MX,spotify,0,1,71027.17073170732,0,1
59260,59274,SV,romance,22,spotify:user:spotify:playlist:37i9dQZF1DX8WMG8VPSOJC,Country Kind of Love,spotify,116,355703.0,US,spotify,0,0,71027.17073170732,1,1
59475,59489,SV,romance,10,spotify:user:spotify:playlist:37i9dQZF1DXbrUpGvoi3TS,Broken Heart,spotify,56,326763.0,US,spotify,0,0,71027.17073170732,1,1
59502,59516,SV,romance,7,spotify:user:spotify:playlist:37i9dQZF1DXc3KygMa1OE7,80s Love Songs,spotify,113,100672.0,PH,spotify,0,0,71027.17073170732,1,1
18408,18477,SV,rock,7,spotify:user:spotify:playlist:37i9dQZF1DWWFNSpryCCH5,Grandes Unplugged,spotify,17,138548.0,MX,spotify,0,1,70581.5142857143,1,2
19116,19185,SV,rock,28,spotify:user:spotify:playlist:37i9dQZF1DWYMHB55fgZrY,Iconos del Rock Mexicano,spotify,17,134271.0,MX,spotify,0,1,70581.5142857143,1,2
18235,18304,SV,rock,26,spotify:user:spotify:playlist:37i9dQZF1DWUNNEvaozpW5,Rock Español,spotify,17,23226.0,ES,spotify,0,1,70581.5142857143,0,1
18256,18325,SV,rock,58,spotify:user:spotify:playlist:37i9dQZF1DWVuraZzTY0LP,Rockin',spotify,17,20197.0,MX,spotify,0,1,70581.5142857143,0,1
18690,18759,SV,rock,17,spotify:user:spotify:playlist:37i9dQZF1DWWwzidNQX6jx,70s Rock Anthems,spotify,114,144063.0,US,spotify,0,0,70581.5142857143,1,1
18804,18873,SV,rock,48,spotify:user:spotify:playlist:37i9dQZF1DWXMg4uP5o3dm,Alternative Beats,spotify,115,99336.0,US,spotify,0,0,70581.5142857143,1,1
18849,18918,SV,rock,5,spotify:user:spotify:playlist:37i9dQZF1DWXRqgorJj26U,Rock Classics,spotify,57,496037.0,US,spotify,0,0,70581.5142857143,1,1
19135,19204,SV,rock,4,spotify:user:spotify:playlist:37i9dQZF1DWYN0zdqzbEwl,Rock en Español,spotify,45,617280.0,MX,spotify,0,0,70581.5142857143,1,1
19169,19238,SV,rock,25,spotify:user:spotify:playlist:37i9dQZF1DWZU5DGR2xCSH,Iconos del Rock Argentino,spotify,20,124879.0,AR,spotify,0,0,70581.5142857143,1,1
19635,19704,SV,rock,74,spotify:user:spotify:playlist:37i9dQZF1DX1GOiyrJfjtU,Alex Lora - 50 Años de El Tri,spotify,18,,,,0,1,70581.5142857143,0,1
19854,19923,SV,rock,6,spotify:user:spotify:playlist:37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,spotify,114,570374.0,US,spotify,0,0,70581.5142857143,1,1
19883,19952,SV,rock,8,spotify:user:spotify:playlist:37i9dQZF1DX1spT6G94GFC,80s Rock Anthems,spotify,114,176197.0,US,spotify,0,0,70581.5142857143,1,1
19938,20007,SV,rock,12,spotify:user:spotify:playlist:37i9dQZF1DX1te6miphixI,Radio Rock,spotify,17,26788.0,MX,spotify,0,1,70581.5142857143,0,1
20032,20101,SV,rock,19,spotify:user:spotify:playlist:37i9dQZF1DX2S9rTKTX6JP,Rock Covers,spotify,57,77953.0,US,spotify,0,0,70581.5142857143,1,1
20110,20179,SV,rock,37,spotify:user:spotify:playlist:37i9dQZF1DX2aneNMeYHQ8,Rockin' Vibes,spotify,117,78397.0,US,spotify,0,0,70581.5142857143,1,1
20129,20198,SV,rock,66,spotify:user:spotify:playlist:37i9dQZF1DX2nd8BSnFnzT,Pátria Rock,spotify,19,10685.0,BR,spotify,0,1,70581.5142857143,0,1
20207,20276,SV,rock,18,spotify:user:spotify:playlist:37i9dQZF1DX3YMp9n8fkNx,'90s Pop Rock Essentials,spotify,114,111340.0,US,spotify,0,0,70581.5142857143,1,1
20349,20418,SV,rock,9,spotify:user:spotify:playlist:37i9dQZF1DX3oM43CtKnRV,00s Rock Anthems,spotify,114,237491.0,US,spotify,0,0,70581.5142857143,1,1
20557,20626,SV,rock,70,spotify:user:spotify:playlist:37i9dQZF1DX5inPtxPHiuS,Rock Colombia,spotify,17,706.0,CO,spotify,0,1,70581.5142857143,0,1
20740,20809,SV,rock,11,spotify:user:spotify:playlist:37i9dQZF1DX6xOPeSOGone,Soft Rock,spotify,57,93953.0,US,spotify,0,0,70581.5142857143,1,1
20923,20992,SV,rock,45,spotify:user:spotify:playlist:37i9dQZF1DX82GYcclJ3Ug,The New Alt,spotify,58,168311.0,US,spotify,0,0,70581.5142857143,1,1
21030,21099,SV,rock,10,spotify:user:spotify:playlist:37i9dQZF1DX8FwnYE6PRvL,Rock Party,spotify,109,121032.0,US,spotify,0,0,70581.5142857143,1,1
21302,21371,SV,rock,55,spotify:user:spotify:playlist:37i9dQZF1DX9wa6XirBPv8,Emo Forever,spotify,115,90263.0,US,spotify,0,0,70581.5142857143,1,1
21444,21513,SV,rock,30,spotify:user:spotify:playlist:37i9dQZF1DXb3m918yXHxA,Yacht Rock,spotify,116,78868.0,US,spotify,0,0,70581.5142857143,1,1
21514,21583,SV,rock,47,spotify:user:spotify:playlist:37i9dQZF1DXbDjX0hus3Iu,Southern Rock 101,spotify,115,90363.0,US,spotify,0,0,70581.5142857143,1,1
21639,21708,SV,rock,2,spotify:user:spotify:playlist:37i9dQZF1DXcF6B6QPhFDv,Rock This,spotify,88,323985.0,US,spotify,0,0,70581.5142857143,1,1
2527,2596,SV,rnb,4,spotify:user:spotify:playlist:37i9dQZF1DWXnexX7CktaI,Gold Edition,spotify,58,189150.0,US,spotify,0,0,128334.27272727272,1,1
2672,2741,SV,rnb,5,spotify:user:spotify:playlist:37i9dQZF1DWYmmr74INQlb,I Love My '00s R&B,spotify,58,554816.0,US,spotify,0,0,128334.27272727272,1,1
2825,2894,SV,rnb,11,spotify:user:spotify:playlist:37i9dQZF1DX2MJVTOdWtbm,R&B en Español,spotify,18,3787.0,MX,spotify,0,1,128334.27272727272,0,1
2989,3058,SV,rnb,6,spotify:user:spotify:playlist:37i9dQZF1DX2UgsUIg75Vg,Chilled R&B,spotify,116,459637.0,US,spotify,0,0,128334.27272727272,1,1
3020,3089,SV,rnb,1,spotify:user:spotify:playlist:37i9dQZF1DX4SBhb3fqCJd,Are & Be,spotify,147,765794.0,US,spotify,0,0,128334.27272727272,1,1
3094,3163,SV,rnb,3,spotify:user:spotify:playlist:37i9dQZF1DX4y8h9WqDPAE,Channel X,spotify,58,142663.0,US,spotify,0,0,128334.27272727272,1,1
3247,3316,SV,rnb,8,spotify:user:spotify:playlist:37i9dQZF1DX6VDO8a6cQME,I Love My '90s R&B,spotify,116,244516.0,US,spotify,0,0,128334.27272727272,1,1
49841,49855,SV,reggae,14,spotify:user:spotify:playlist:37i9dQZF1DWTMlvEhEJDRB,Nação Reggae,spotify,19,99850.0,BR,spotify,0,1,29593.647058823528,1,2
49723,49737,SV,reggae,2,spotify:user:spotify:playlist:37i9dQZF1DWSiyIBdVQrkk,One Love,spotify,58,47957.0,US,spotify,0,0,29593.647058823528,1,1
49861,49875,SV,reggae,1,spotify:user:spotify:playlist:37i9dQZF1DWVYs6zNzJ0ci,Reggae en Español,spotify,20,97423.0,MX,spotify,0,0,29593.647058823528,1,1
50185,50199,SV,reggae,3,spotify:user:spotify:playlist:37i9dQZF1DX2XILmQPL8fy,This Is Cultura Profética,spotify,17,5195.0,CL,spotify,0,1,29593.647058823528,0,1
50357,50371,SV,reggae,18,spotify:user:spotify:playlist:37i9dQZF1DX98ieLd5QbC6,This is: Onda Vaga,spotify,17,,,,0,1,29593.647058823528,0,1
50481,50495,SV,reggae,11,spotify:user:spotify:playlist:37i9dQZF1DXan38dNVDdl4,Dancehall Official,spotify,112,44065.0,US,spotify,0,0,29593.647058823528,1,1
50530,50544,SV,reggae,4,spotify:user:spotify:playlist:37i9dQZF1DXbSbnqxMTGx9,Reggae Classics,spotify,58,125446.0,US,spotify,0,0,29593.647058823528,1,1
17024,17093,SV,punk,1,spotify:user:spotify:playlist:37i9dQZF1DX3LDIBRoaCDQ,Classic Punk,spotify,58,22021.0,US,spotify,0,0,19385.5,1,1
17094,17163,SV,punk,5,spotify:user:spotify:playlist:37i9dQZF1DX3MU5XUozve7,Skatepark Punks,spotify,58,32964.0,US,spotify,0,0,19385.5,1,1
17412,17481,SV,punk,17,spotify:user:spotify:playlist:37i9dQZF1DX9wa6XirBPv8,Emo Forever,spotify,115,90263.0,US,spotify,0,0,19385.5,1,1
17433,17502,SV,punk,2,spotify:user:spotify:playlist:37i9dQZF1DXa9wYJr1oMFq,Pop Punk Powerhouses,spotify,58,172394.0,US,spotify,0,0,19385.5,1,1
17487,17556,SV,punk,26,spotify:user:spotify:playlist:37i9dQZF1DXaDPSVSkBhhM,Escena Pop Punk,spotify,17,1228.0,MX,spotify,0,1,19385.5,0,1
17642,17711,SV,punk,10,spotify:user:spotify:playlist:37i9dQZF1DXasneILDRM7B,Pure Pop Punk,spotify,58,30639.0,US,spotify,0,0,19385.5,1,1
17878,17947,SV,punk,12,spotify:user:spotify:playlist:37i9dQZF1DXd6tJtr4qeot,Punk Essentials,spotify,58,32110.0,US,spotify,0,0,19385.5,1,1
77098,77112,SV,popculture,8,spotify:user:spotify:playlist:37i9dQZF1DWX9UWDWb55Kk,Élite - The Soundtrack,spotify,17,29599.0,MX,spotify,0,1,14957.6,1,2
77504,77518,SV,popculture,4,spotify:user:spotify:playlist:37i9dQZF1DX4ICTqceOnSJ,Canción del Día,spotify,17,22544.0,MX,spotify,0,1,14957.6,1,2
77585,77599,SV,popculture,7,spotify:user:spotify:playlist:37i9dQZF1DX6mrK1Il4p3Y,La Casa de las Flores - The Soundtrack,spotify,17,24486.0,MX,spotify,0,1,14957.6,1,2
77458,77472,SV,popculture,13,spotify:user:spotify:playlist:37i9dQZF1DX3PsJxMtn1AP,Editors' Picks México,spotify,17,5902.0,MX,spotify,0,1,14957.6,0,1
77568,77582,SV,popculture,6,spotify:user:spotify:playlist:37i9dQZF1DX5y71ufjoyXC,Viral Noviembre,spotify,32,43814.0,MX,spotify,0,0,14957.6,1,1
77614,77628,SV,popculture,3,spotify:user:spotify:playlist:37i9dQZF1DX7G4CqN9FLiF,Nuevo Noise,spotify,16,330.0,US,spotify,0,1,14957.6,0,1
377,446,SV,pop,29,spotify:user:spotify:playlist:37i9dQZF1DWVLcZxJO5zyf,Pop Brasil,spotify,18,632709.0,BR,spotify,0,1,264318.2571428571,1,2
150,219,SV,pop,24,spotify:user:spotify:playlist:37i9dQZF1DWTW5gx88L7pA,This is: Kudai,spotify,15,5402.0,CL,spotify,0,1,264318.2571428571,0,1
203,272,SV,pop,9,spotify:user:spotify:playlist:37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits,spotify,56,279723.0,US,spotify,0,0,264318.2571428571,1,1
273,342,SV,pop,14,spotify:user:spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,Pop Rising,spotify,58,548428.0,US,spotify,0,0,264318.2571428571,1,1
545,614,SV,pop,20,spotify:user:spotify:playlist:37i9dQZF1DWXUzcqE1yPou,This Is: Miranda!,spotify,17,,,,0,1,264318.2571428571,0,1
827,896,SV,pop,13,spotify:user:spotify:playlist:37i9dQZF1DWYvt11OgSeSY,This Is Julieta Venegas,spotify,17,16782.0,MX,spotify,0,1,264318.2571428571,0,1
912,981,SV,pop,5,spotify:user:spotify:playlist:37i9dQZF1DX0s5kDXi1oC5,Hit Rewind,spotify,57,493147.0,US,spotify,0,0,264318.2571428571,1,1
1052,1121,SV,pop,18,spotify:user:spotify:playlist:37i9dQZF1DX2PwzGmt7ovW,This Is Emmanuel,spotify,16,43982.0,MX,spotify,0,1,264318.2571428571,0,1
1200,1269,SV,pop,8,spotify:user:spotify:playlist:37i9dQZF1DX3WvGXE8FqYX,Women of Pop,spotify,52,266373.0,US,spotify,0,0,264318.2571428571,1,1
1254,1323,SV,pop,15,spotify:user:spotify:playlist:37i9dQZF1DX3hXmsXxRAC2,Cancionero: Juan Gabriel,spotify,16,44068.0,MX,spotify,0,1,264318.2571428571,0,1
1362,1431,SV,pop,1,spotify:user:spotify:playlist:37i9dQZF1DX4oUPBOaEkL6,Exitos USA,spotify,16,100660.0,US,spotify,0,1,264318.2571428571,0,1
1383,1452,SV,pop,11,spotify:user:spotify:playlist:37i9dQZF1DX4pUKG1kS0Ac,Guilty Pleasures,spotify,58,375519.0,US,spotify,0,0,264318.2571428571,1,1
1530,1599,SV,pop,7,spotify:user:spotify:playlist:37i9dQZF1DX5drguwUcl5X,Teen Spirit,spotify,17,39864.0,MX,spotify,0,1,264318.2571428571,0,1
1736,1805,SV,pop,28,spotify:user:spotify:playlist:37i9dQZF1DX8oh7peUXg5S,Cantautores,spotify,18,16101.0,ES,spotify,0,1,264318.2571428571,0,1
1793,1862,SV,pop,4,spotify:user:spotify:playlist:37i9dQZF1DX92MLsP3K1fI,Pop Up,spotify,28,308458.0,MX,spotify,0,0,264318.2571428571,1,1
1970,2039,SV,pop,2,spotify:user:spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,spotify,90,5122672.0,US,spotify,0,0,264318.2571428571,1,1
34034,34103,SV,party,2,spotify:user:spotify:playlist:37i9dQZF1DWVskFRGurTfg,De Fiesta,spotify,10,401857.0,AR,spotify,0,1,75911.73170731707,1,2
33912,33981,SV,party,10,spotify:user:spotify:playlist:37i9dQZF1DWVA4ETicgIky,Fiesta 80era,spotify,31,96852.0,MX,spotify,0,0,75911.73170731707,1,1
33982,34051,SV,party,4,spotify:user:spotify:playlist:37i9dQZF1DWVcbzTgVpNRm,Latin Party Anthems,spotify,105,137502.0,US,spotify,0,0,75911.73170731707,1,1
34063,34132,SV,party,3,spotify:user:spotify:playlist:37i9dQZF1DWY7IeIP1cdjF,Baila Reggaeton,spotify,80,710598.0,MX,spotify,0,0,75911.73170731707,1,1
34138,34207,SV,party,5,spotify:user:spotify:playlist:37i9dQZF1DWZU4CGLgiKls,La Previa,spotify,43,89228.0,AR,spotify,0,0,75911.73170731707,1,1
34218,34287,SV,party,23,spotify:user:spotify:playlist:37i9dQZF1DX0IlCGIUGBsA,Ultimate Party Classics,spotify,52,138497.0,GB,spotify,0,0,75911.73170731707,1,1
34488,34557,SV,party,12,spotify:user:spotify:playlist:37i9dQZF1DX1fEeToKZ81B,Clásicos de Fogata,spotify,14,28650.0,MX,spotify,0,1,75911.73170731707,0,1
34510,34579,SV,party,25,spotify:user:spotify:playlist:37i9dQZF1DX2URKHjAj20D,Cumbia Hipsterosa,spotify,14,21366.0,MX,spotify,0,1,75911.73170731707,0,1
35128,35197,SV,party,11,spotify:user:spotify:playlist:37i9dQZF1DX7F6T2n2fegs,Throwback Party,spotify,53,144980.0,GB,spotify,0,0,75911.73170731707,1,1
35184,35253,SV,party,9,spotify:user:spotify:playlist:37i9dQZF1DX8FwnYE6PRvL,Rock Party,spotify,109,121032.0,US,spotify,0,0,75911.73170731707,1,1
35279,35348,SV,party,19,spotify:user:spotify:playlist:37i9dQZF1DX9KJJbsGEwfj,Fiesta Escándala,spotify,14,13619.0,MX,spotify,0,1,75911.73170731707,0,1
35416,35485,SV,party,8,spotify:user:spotify:playlist:37i9dQZF1DXaXB8fQg7xif,Dance Party,spotify,112,223982.0,US,spotify,0,0,75911.73170731707,1,1
35538,35607,SV,party,21,spotify:user:spotify:playlist:37i9dQZF1DXb6wQUgoZzUc,NeoPerreo,spotify,14,5894.0,MX,spotify,0,1,75911.73170731707,0,1
35693,35762,SV,party,20,spotify:user:spotify:playlist:37i9dQZF1DXcRXFNfZr7Tp,TGIF,spotify,52,235703.0,US,spotify,0,0,75911.73170731707,1,1
35767,35836,SV,party,37,spotify:user:spotify:playlist:37i9dQZF1DXdgnLr18vPvu,Tailgate Party,spotify,95,187409.0,US,spotify,0,0,75911.73170731707,1,1
35792,35861,SV,party,6,spotify:user:spotify:playlist:37i9dQZF1DXdnGF35OawbN,Verano Forever,spotify,23,170635.0,MX,spotify,0,0,75911.73170731707,1,1
35818,35887,SV,party,41,spotify:user:spotify:playlist:37i9dQZF1DXdxLagECufdp,Circo Gitano,spotify,14,637.0,MX,spotify,0,1,75911.73170731707,0,1
15519,15588,SV,mood,13,spotify:user:spotify:playlist:37i9dQZF1DX8CTD7HWYPDn,Canta en la Ducha,spotify,17,206984.0,MX,spotify,0,1,89182.57692307692,1,2
15590,15659,SV,mood,4,spotify:user:spotify:playlist:37i9dQZF1DX9Dh2wgiAwVX,Hits Alegres,spotify,17,254054.0,ES,spotify,0,1,89182.57692307692,1,2
11855,11924,SV,mood,30,spotify:user:spotify:playlist:37i9dQZF1DWSf2RDTDayIx,Happy Beats,spotify,46,93101.0,US,spotify,0,0,89182.57692307692,1,1
11922,11991,SV,mood,46,spotify:user:spotify:playlist:37i9dQZF1DWSkMjlBZAZ07,Happy Folk,spotify,113,91941.0,US,spotify,0,0,89182.57692307692,1,1
12398,12467,SV,mood,5,spotify:user:spotify:playlist:37i9dQZF1DWVhcOv4ieuap,Despierta y Sonríe,spotify,30,113297.0,MX,spotify,0,0,89182.57692307692,1,1
12647,12716,SV,mood,12,spotify:user:spotify:playlist:37i9dQZF1DWWMOmoXKqHTD,Songs to Sing in the Car,spotify,110,1461873.0,US,spotify,0,0,89182.57692307692,1,1
12883,12952,SV,mood,19,spotify:user:spotify:playlist:37i9dQZF1DWX83CujKHHOn,Alone Again,spotify,53,106490.0,BR,spotify,0,0,89182.57692307692,1,1
12959,13028,SV,mood,21,spotify:user:spotify:playlist:37i9dQZF1DWXmlLSKkfdAk,Acoustic Covers,spotify,103,295884.0,US,spotify,0,0,89182.57692307692,1,1
13071,13140,SV,mood,34,spotify:user:spotify:playlist:37i9dQZF1DWYBO1MoTDhZI,Good Vibes,spotify,54,172570.0,US,spotify,0,0,89182.57692307692,1,1
13701,13770,SV,mood,24,spotify:user:spotify:playlist:37i9dQZF1DX1tyCD9QhIWF,Walk Like A Badass,spotify,58,233440.0,US,spotify,0,0,89182.57692307692,1,1
14396,14465,SV,mood,27,spotify:user:spotify:playlist:37i9dQZF1DX3rxVfibe1L0,Mood Booster,spotify,58,429931.0,US,spotify,0,0,89182.57692307692,1,1
14671,14740,SV,mood,22,spotify:user:spotify:playlist:37i9dQZF1DX4fpCWaHOned,Confidence Boost,spotify,53,366535.0,US,spotify,0,0,89182.57692307692,1,1
15059,15128,SV,mood,36,spotify:user:spotify:playlist:37i9dQZF1DX6z20IXmBjWI,Infinite Acoustic,spotify,110,94589.0,US,spotify,0,0,89182.57692307692,1,1
15141,15210,SV,mood,32,spotify:user:spotify:playlist:37i9dQZF1DX6ziVCJnEm59,Your Favorite Coffeehouse,spotify,165,220059.0,US,spotify,0,0,89182.57692307692,1,1
15448,15517,SV,mood,18,spotify:user:spotify:playlist:37i9dQZF1DX843Qf4lrFtZ,"Young, Wild & Free",spotify,54,144322.0,DE,spotify,0,0,89182.57692307692,1,1
15581,15650,SV,mood,16,spotify:user:spotify:playlist:37i9dQZF1DX9CCxc3fffni,Las Canciones Más Bonitas Del Mundo,spotify,24,100960.0,MX,spotify,0,0,89182.57692307692,1,1
15685,15754,SV,mood,40,spotify:user:spotify:playlist:37i9dQZF1DX9XIFQuFvzM4,Feelin' Good,spotify,57,114255.0,US,spotify,0,0,89182.57692307692,1,1
15729,15798,SV,mood,15,spotify:user:spotify:playlist:37i9dQZF1DX9c9fpd0lxJ5,Madrugando,spotify,17,9495.0,PE,spotify,0,1,89182.57692307692,0,1
16324,16393,SV,mood,14,spotify:user:spotify:playlist:37i9dQZF1DXdPec7aLTmlC,Happy Hits!,spotify,51,784501.0,US,spotify,0,0,89182.57692307692,1,1
16478,16547,SV,mood,28,spotify:user:spotify:playlist:37i9dQZF1DXdsy92d7BLpC,Weekend Hangouts,spotify,55,177401.0,US,spotify,0,0,89182.57692307692,1,1
32140,32209,SV,metal,1,spotify:user:spotify:playlist:37i9dQZF1DWTcqUzwhNmKv,Kickass Metal,spotify,58,100944.0,US,spotify,0,0,23424.04,1,1
32255,32324,SV,metal,4,spotify:user:spotify:playlist:37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,spotify,81,51450.0,US,spotify,0,0,23424.04,1,1
