,scores,isrc,artist,title,seed_playlist_uri
258,0.7376200138315465,USWD10833815,Meaghan Martin,Too Cool,malaysia_top_test
259,0.7374471883527557,USWD10210159,Tigger,"The Wonderful Thing About Tiggers - From ""Winnie the Pooh and the Blustery Day""/Soundtrack Version",malaysia_top_test
260,0.7372714072239044,USWD10321987,Randy Newman,The Time Of Your Life,malaysia_top_test
261,0.7363341639711769,USWD10935875,Miley Cyrus,Butterfly Fly Away,malaysia_top_test
262,0.7360599974446691,USR1B0220019,The Disneyland Children's Chorus,It's A Small World,malaysia_top_test
263,0.7360062994889484,USWD10629082,The Cheetah Girls,"Strut - From ""The Cheetah Girls 2""",malaysia_top_test
264,0.7341211505557337,USWD10423271,Jesse Corti,"Gaston (Reprise) - From ""Beauty and the Beast""/Soundtrack Version",malaysia_top_test
265,0.7338112232756342,USWD11156881,Shannon Saunders,The Glow,malaysia_top_test
266,0.7334804813576691,USWD10110081,Samuel E. Wright,They Live in You,malaysia_top_test
267,0.7334205609480704,USWD10422991,Chorus - Nightmare Before Christmas,Oogie Boogie's Song - Soundtrack,malaysia_top_test
268,0.7334178029945296,USWD10110149,Vanessa Williams,"Colors Of The Wind - From ""Pocahontas""/Soundtrack Version",malaysia_top_test
269,0.7332689052292748,USWD11778846,Alan Menken,Main Title: Prologue Pt. 2,malaysia_top_test
270,0.7330548967427545,USWD11677917,Marcy Harriell,More - Outtake,malaysia_top_test
271,0.7330044245403964,USWD10423154,David Tomlinson,Let's Go Fly a Kite,malaysia_top_test
272,0.7326991640785606,USWD10423478,Alan Menken,Oh Mighty Zeus,malaysia_top_test
273,0.7325754661413503,USWD10423914,Gedde Watanabe,A Girl Worth Fighting For,malaysia_top_test
274,0.7325279348557109,USWD10936372,Hannah Montana,He Could Be the One,malaysia_top_test
275,0.7325077961767061,USWD10220461,George Givot,Bella Notte,malaysia_top_test
276,0.7306028685327997,USWD10423009,Peggy Lee,He's a Tramp,malaysia_top_test
277,0.7301068421049002,USWD10110079,Lebo M.,Circle Of Life,malaysia_top_test
278,0.7299148511721583,USQ4E1602402,Seth MacFarlane,"My Way - From ""Sing"" Original Motion Picture Soundtrack",malaysia_top_test
279,0.7293721855116652,USWD10423474,Charlton Heston,Long Ago...,malaysia_top_test
280,0.7287437940248462,USWD11783650,Anthony Gonzalez,Proud Corazón,malaysia_top_test
281,0.7284748699446995,CB2CY0943611,Cliff Edwards,"When You Wish Upon A Star (from ""Pinocchio"")",malaysia_top_test
282,0.7279746553074024,USWD11571325,Dove Cameron,If Only,malaysia_top_test
283,0.7270160840366294,USWD10110088,Paige O'Hara,"Belle - From ""Beauty And The Beast""/ Soundtrack",malaysia_top_test
284,0.7264748597176132,USWD10322012,Tony Jay,"Heaven's Light/Hellfire - From ""The Hunchback Of Notre Dame""/Soundtrack",malaysia_top_test
285,0.726054990803793,USWD10423431,Judy Kuhn,Savages - Part 2,malaysia_top_test
286,0.7259640835567005,USWD10220464,Judy Kuhn,"Colors of the Wind - From ""Pocahontas""/Soundtrack Version",malaysia_top_test
287,0.7243537669630508,USHR10723012,Corbin Bleu,Push It to the Limit,malaysia_top_test
288,0.7242751327499297,USWD10220705,Phil Collins,You Will Be In My Heart,malaysia_top_test
289,0.7231742319685074,USWD10321425,The Cheetah Girls,"Cheetah Sisters - From ""The Cheetah Girls""",malaysia_top_test
290,0.7227535745912878,USWD10936211,Selena Gomez,Everything is Not What it Seems,malaysia_top_test
291,0.7218109675573412,USWD10936261,Selena Gomez,Everything Is Not As It Seems,malaysia_top_test
292,0.7201165759474412,USWD10423445,Jon Secada,"If I Never Knew You - End Title / From ""Pocahontas"" / Soundtrack Version",malaysia_top_test
293,0.7199670929066926,USWD11779698,Dove Cameron,It's Goin' Down,malaysia_top_test
294,0.7196525217486064,USWD11571324,Jeff Lewis,Did I Mention,malaysia_top_test
295,0.7184266662929136,USWD10322467,Phil Collins,No Way Out (Theme from Brother Bear),malaysia_top_test
296,0.7175803221623425,USWD10936377,Bowling For Soup,Today is Gonna be a Great Day - Theme Song to Phineas and Ferb,malaysia_top_test
297,0.7174586858451273,USWD11038139,Demi Lovato,Brand New Day,malaysia_top_test
298,0.714415833397124,USWD11038149,Demi Lovato,"This is Our Song - From ""Camp Rock 2: The Final Jam""",malaysia_top_test
299,0.7140502290105415,USWD10321927,Cliff Edwards,When I See An Elephant Fly,malaysia_top_test
