,user_dma_number,user_dma_name,user_postal_code,user_count,user_%
26565,855,Santabarbra-Sanmar-Sanluob,112,1,1.736161447736419e-05
27001,866,Fresno-Visalia,805,1,1.736161447736419e-05
26563,855,Santabarbra-Sanmar-Sanluob,076,1,1.736161447736419e-05
27002,866,Fresno-Visalia,815,1,1.736161447736419e-05
7216,533,Hartford & New Haven,049,1,1.736161447736419e-05
7214,533,Hartford & New Haven,044,1,1.736161447736419e-05
4278,515,Cincinnati,786,1,1.736161447736419e-05
26586,855,Santabarbra-Sanmar-Sanluob,605,1,1.736161447736419e-05
7178,532,Albany-Schenectady-Troy,981,1,1.736161447736419e-05
26978,866,Fresno-Visalia,218,1,1.736161447736419e-05
7180,532,Albany-Schenectady-Troy,995,1,1.736161447736419e-05
7182,533,Hartford & New Haven,000,1,1.736161447736419e-05
6720,529,Louisville,454,1,1.736161447736419e-05
26980,866,Fresno-Visalia,294,1,1.736161447736419e-05
26981,866,Fresno-Visalia,301,1,1.736161447736419e-05
26982,866,Fresno-Visalia,302,1,1.736161447736419e-05
26600,855,Santabarbra-Sanmar-Sanluob,841,1,1.736161447736419e-05
4200,515,Cincinnati,403,1,1.736161447736419e-05
4198,515,Cincinnati,395,1,1.736161447736419e-05
26984,866,Fresno-Visalia,331,1,1.736161447736419e-05
26596,855,Santabarbra-Sanmar-Sanluob,787,1,1.736161447736419e-05
26595,855,Santabarbra-Sanmar-Sanluob,786,1,1.736161447736419e-05
26594,855,Santabarbra-Sanmar-Sanluob,774,1,1.736161447736419e-05
26985,866,Fresno-Visalia,333,1,1.736161447736419e-05
6711,529,Louisville,439,1,1.736161447736419e-05
26988,866,Fresno-Visalia,494,1,1.736161447736419e-05
26591,855,Santabarbra-Sanmar-Sanluob,721,1,1.736161447736419e-05
26989,866,Fresno-Visalia,600,1,1.736161447736419e-05
26990,866,Fresno-Visalia,605,1,1.736161447736419e-05
26993,866,Fresno-Visalia,622,1,1.736161447736419e-05
7213,533,Hartford & New Haven,042,1,1.736161447736419e-05
4190,515,Cincinnati,330,1,1.736161447736419e-05
27003,866,Fresno-Visalia,832,1,1.736161447736419e-05
6695,529,Louisville,409,1,1.736161447736419e-05
4189,515,Cincinnati,325,1,1.736161447736419e-05
7273,533,Hartford & New Haven,131,1,1.736161447736419e-05
26533,839,Las Vegas,962,1,1.736161447736419e-05
6681,529,Louisville,377,1,1.736161447736419e-05
26531,839,Las Vegas,960,1,1.736161447736419e-05
6680,529,Louisville,376,1,1.736161447736419e-05
786,501,New York,898,1,1.736161447736419e-05
7279,533,Hartford & New Haven,141,1,1.736161447736419e-05
7280,533,Hartford & New Haven,144,1,1.736161447736419e-05
4179,515,Cincinnati,271,1,1.736161447736419e-05
26525,839,Las Vegas,952,1,1.736161447736419e-05
6678,529,Louisville,371,1,1.736161447736419e-05
7284,533,Hartford & New Haven,151,1,1.736161447736419e-05
26521,839,Las Vegas,948,1,1.736161447736419e-05
27024,866,Fresno-Visalia,933,1,1.736161447736419e-05
6674,529,Louisville,352,1,1.736161447736419e-05
7290,533,Hartford & New Haven,182,1,1.736161447736419e-05
7291,533,Hartford & New Haven,189,1,1.736161447736419e-05
670,501,New York,675,1,1.736161447736419e-05
669,501,New York,673,1,1.736161447736419e-05
27029,866,Fresno-Visalia,938,1,1.736161447736419e-05
667,501,New York,666,1,1.736161447736419e-05
7303,533,Hartford & New Haven,217,1,1.736161447736419e-05
26512,839,Las Vegas,937,1,1.736161447736419e-05
7271,533,Hartford & New Haven,129,1,1.736161447736419e-05
7268,533,Hartford & New Haven,124,1,1.736161447736419e-05
7263,533,Hartford & New Haven,119,1,1.736161447736419e-05
7244,533,Hartford & New Haven,087,1,1.736161447736419e-05
26558,855,Santabarbra-Sanmar-Sanluob,017,1,1.736161447736419e-05
4273,515,Cincinnati,714,1,1.736161447736419e-05
778,501,New York,880,1,1.736161447736419e-05
4187,515,Cincinnati,292,1,1.736161447736419e-05
7235,533,Hartford & New Haven,071,1,1.736161447736419e-05
4186,515,Cincinnati,287,1,1.736161447736419e-05
4276,515,Cincinnati,761,1,1.736161447736419e-05
779,501,New York,882,1,1.736161447736419e-05
26552,839,Las Vegas,992,1,1.736161447736419e-05
780,501,New York,883,1,1.736161447736419e-05
4185,515,Cincinnati,284,1,1.736161447736419e-05
6684,529,Louisville,380,1,1.736161447736419e-05
7246,533,Hartford & New Haven,098,1,1.736161447736419e-05
4184,515,Cincinnati,281,1,1.736161447736419e-05
6686,529,Louisville,397,1,1.736161447736419e-05
27012,866,Fresno-Visalia,911,1,1.736161447736419e-05
673,501,New York,683,1,1.736161447736419e-05
4183,515,Cincinnati,280,1,1.736161447736419e-05
785,501,New York,897,1,1.736161447736419e-05
6685,529,Louisville,381,1,1.736161447736419e-05
27016,866,Fresno-Visalia,920,1,1.736161447736419e-05
26540,839,Las Vegas,971,1,1.736161447736419e-05
26022,825,San Diego,616,1,1.736161447736419e-05
27361,DE-NW,,284,1,1.736161447736419e-05
26021,825,San Diego,612,1,1.736161447736419e-05
8424,539,Tampa-St. Pete (Sarasota),272,1,1.736161447736419e-05
8425,539,Tampa-St. Pete (Sarasota),274,1,1.736161447736419e-05
8429,539,Tampa-St. Pete (Sarasota),280,1,1.736161447736419e-05
8431,539,Tampa-St. Pete (Sarasota),282,1,1.736161447736419e-05
27691,GB-PLY,,727,1,1.736161447736419e-05
8435,539,Tampa-St. Pete (Sarasota),287,1,1.736161447736419e-05
8436,539,Tampa-St. Pete (Sarasota),290,1,1.736161447736419e-05
8437,539,Tampa-St. Pete (Sarasota),292,1,1.736161447736419e-05
6005,526,Utica,168,1,1.736161447736419e-05
8441,539,Tampa-St. Pete (Sarasota),296,1,1.736161447736419e-05
8442,539,Tampa-St. Pete (Sarasota),299,1,1.736161447736419e-05
8444,539,Tampa-St. Pete (Sarasota),301,1,1.736161447736419e-05
1070,504,Philadelphia,154,1,1.736161447736419e-05
4050,514,Buffalo,191,1,1.736161447736419e-05
8450,539,Tampa-St. Pete (Sarasota),307,1,1.736161447736419e-05
1072,504,Philadelphia,157,1,1.736161447736419e-05
8452,539,Tampa-St. Pete (Sarasota),310,1,1.736161447736419e-05
8457,539,Tampa-St. Pete (Sarasota),317,1,1.736161447736419e-05
27698,GB-RDG,,146,1,1.736161447736419e-05
4367,517,Charlotte,095,1,1.736161447736419e-05
4048,514,Buffalo,175,1,1.736161447736419e-05
4047,514,Buffalo,174,1,1.736161447736419e-05
8470,539,Tampa-St. Pete (Sarasota),332,1,1.736161447736419e-05
4039,514,Buffalo,149,1,1.736161447736419e-05
6009,526,Utica,220,1,1.736161447736419e-05
8423,539,Tampa-St. Pete (Sarasota),271,1,1.736161447736419e-05
6029,527,Indianapolis,007,1,1.736161447736419e-05
8422,539,Tampa-St. Pete (Sarasota),251,1,1.736161447736419e-05
6027,526,Utica,991,1,1.736161447736419e-05
8401,539,Tampa-St. Pete (Sarasota),198,1,1.736161447736419e-05
27675,GB-MAN,,977,1,1.736161447736419e-05
8409,539,Tampa-St. Pete (Sarasota),212,1,1.736161447736419e-05
25517,819,Seattle-Tacoma,955,1,1.736161447736419e-05
6021,526,Utica,843,1,1.736161447736419e-05
6019,526,Utica,750,1,1.736161447736419e-05
6018,526,Utica,662,1,1.736161447736419e-05
1052,504,Philadelphia,129,1,1.736161447736419e-05
6013,526,Utica,430,1,1.736161447736419e-05
8415,539,Tampa-St. Pete (Sarasota),223,1,1.736161447736419e-05
1054,504,Philadelphia,131,1,1.736161447736419e-05
8419,539,Tampa-St. Pete (Sarasota),238,1,1.736161447736419e-05
6012,526,Utica,295,1,1.736161447736419e-05
27682,GB-NGM,,606,1,1.736161447736419e-05
27683,GB-NGM,,863,1,1.736161447736419e-05
1058,504,Philadelphia,138,1,1.736161447736419e-05
6011,526,Utica,293,1,1.736161447736419e-05
8421,539,Tampa-St. Pete (Sarasota),242,1,1.736161447736419e-05
6010,526,Utica,274,1,1.736161447736419e-05
1060,504,Philadelphia,140,1,1.736161447736419e-05
1061,504,Philadelphia,141,1,1.736161447736419e-05
27686,GB-NTT,,,1,1.736161447736419e-05
25469,819,Seattle-Tacoma,903,1,1.736161447736419e-05
563,501,New York,485,1,1.736161447736419e-05
5981,526,Utica,119,1,1.736161447736419e-05
5977,526,Utica,111,1,1.736161447736419e-05
8514,539,Tampa-St. Pete (Sarasota),446,1,1.736161447736419e-05
25433,819,Seattle-Tacoma,830,1,1.736161447736419e-05
5966,526,Utica,067,1,1.736161447736419e-05
25429,819,Seattle-Tacoma,815,1,1.736161447736419e-05
25428,819,Seattle-Tacoma,814,1,1.736161447736419e-05
8518,539,Tampa-St. Pete (Sarasota),461,1,1.736161447736419e-05
27728,GB-STS,,070,1,1.736161447736419e-05
25424,819,Seattle-Tacoma,808,1,1.736161447736419e-05
25423,819,Seattle-Tacoma,806,1,1.736161447736419e-05
8521,539,Tampa-St. Pete (Sarasota),467,1,1.736161447736419e-05
8526,539,Tampa-St. Pete (Sarasota),480,1,1.736161447736419e-05
5963,526,Utica,032,1,1.736161447736419e-05
5962,526,Utica,024,1,1.736161447736419e-05
5958,526,Utica,016,1,1.736161447736419e-05
27734,GB-TWH,,733,1,1.736161447736419e-05
5956,525,"Albany, GA",962,1,1.736161447736419e-05
25415,819,Seattle-Tacoma,797,1,1.736161447736419e-05
5954,525,"Albany, GA",393,1,1.736161447736419e-05
8531,539,Tampa-St. Pete (Sarasota),493,1,1.736161447736419e-05
5951,525,"Albany, GA",367,1,1.736161447736419e-05
8534,539,Tampa-St. Pete (Sarasota),510,1,1.736161447736419e-05
5950,525,"Albany, GA",363,1,1.736161447736419e-05
27741,GB-WRL,,,1,1.736161447736419e-05
8513,539,Tampa-St. Pete (Sarasota),445,1,1.736161447736419e-05
8511,539,Tampa-St. Pete (Sarasota),441,1,1.736161447736419e-05
8510,539,Tampa-St. Pete (Sarasota),437,1,1.736161447736419e-05
8494,539,Tampa-St. Pete (Sarasota),373,1,1.736161447736419e-05
8484,539,Tampa-St. Pete (Sarasota),350,1,1.736161447736419e-05
8487,539,Tampa-St. Pete (Sarasota),356,1,1.736161447736419e-05
27711,GB-SLG,,104,1,1.736161447736419e-05
5973,526,Utica,102,1,1.736161447736419e-05
8488,539,Tampa-St. Pete (Sarasota),357,1,1.736161447736419e-05
8489,539,Tampa-St. Pete (Sarasota),361,1,1.736161447736419e-05
8490,539,Tampa-St. Pete (Sarasota),363,1,1.736161447736419e-05
25455,819,Seattle-Tacoma,870,1,1.736161447736419e-05
27713,GB-SLG,,770,1,1.736161447736419e-05
8493,539,Tampa-St. Pete (Sarasota),372,1,1.736161447736419e-05
8496,539,Tampa-St. Pete (Sarasota),378,1,1.736161447736419e-05
8509,539,Tampa-St. Pete (Sarasota),432,1,1.736161447736419e-05
27715,GB-SLG,,900,1,1.736161447736419e-05
5969,526,Utica,076,1,1.736161447736419e-05
8501,539,Tampa-St. Pete (Sarasota),392,1,1.736161447736419e-05
8502,539,Tampa-St. Pete (Sarasota),393,1,1.736161447736419e-05
8503,539,Tampa-St. Pete (Sarasota),394,1,1.736161447736419e-05
27719,GB-SLG,,995,1,1.736161447736419e-05
8504,539,Tampa-St. Pete (Sarasota),400,1,1.736161447736419e-05
27720,GB-SRY,,,1,1.736161447736419e-05
27722,GB-SRY,,132,1,1.736161447736419e-05
27723,GB-SRY,,208,1,1.736161447736419e-05
4365,517,Charlotte,087,1,1.736161447736419e-05
8394,539,Tampa-St. Pete (Sarasota),178,1,1.736161447736419e-05
8543,539,Tampa-St. Pete (Sarasota),557,1,1.736161447736419e-05
27624,GB-LEC,,021,1,1.736161447736419e-05
6076,527,Indianapolis,276,1,1.736161447736419e-05
985,504,Philadelphia,042,1,1.736161447736419e-05
986,504,Philadelphia,044,1,1.736161447736419e-05
6073,527,Indianapolis,270,1,1.736161447736419e-05
6071,527,Indianapolis,243,1,1.736161447736419e-05
8317,538,"Rochester, NY",940,1,1.736161447736419e-05
8319,538,"Rochester, NY",943,1,1.736161447736419e-05
8320,538,"Rochester, NY",954,1,1.736161447736419e-05
8321,538,"Rochester, NY",962,1,1.736161447736419e-05
8322,538,"Rochester, NY",968,1,1.736161447736419e-05
25586,820,"Portland, OR",104,1,1.736161447736419e-05
4061,514,Buffalo,281,1,1.736161447736419e-05
6070,527,Indianapolis,236,1,1.736161447736419e-05
25582,820,"Portland, OR",087,1,1.736161447736419e-05
6064,527,Indianapolis,207,1,1.736161447736419e-05
8329,539,Tampa-St. Pete (Sarasota),016,1,1.736161447736419e-05
6062,527,Indianapolis,190,1,1.736161447736419e-05
6061,527,Indianapolis,153,1,1.736161447736419e-05
25578,820,"Portland, OR",079,1,1.736161447736419e-05
25577,820,"Portland, OR",078,1,1.736161447736419e-05
25576,820,"Portland, OR",073,1,1.736161447736419e-05
6057,527,Indianapolis,132,1,1.736161447736419e-05
25574,820,"Portland, OR",067,1,1.736161447736419e-05
25597,820,"Portland, OR",132,1,1.736161447736419e-05
27623,GB-LEC,,,1,1.736161447736419e-05
6031,527,Indianapolis,017,1,1.736161447736419e-05
4362,517,Charlotte,082,1,1.736161447736419e-05
8291,538,"Rochester, NY",442,1,1.736161447736419e-05
27608,GB-KEN,,020,1,1.736161447736419e-05
25622,820,"Portland, OR",231,1,1.736161447736419e-05
8293,538,"Rochester, NY",453,1,1.736161447736419e-05
8296,538,"Rochester, NY",549,1,1.736161447736419e-05
8300,538,"Rochester, NY",605,1,1.736161447736419e-05
25616,820,"Portland, OR",210,1,1.736161447736419e-05
25615,820,"Portland, OR",208,1,1.736161447736419e-05
582,501,New York,521,1,1.736161447736419e-05
6086,527,Indianapolis,307,1,1.736161447736419e-05
6083,527,Indianapolis,299,1,1.736161447736419e-05
27613,GB-LAN,,123,1,1.736161447736419e-05
25610,820,"Portland, OR",193,1,1.736161447736419e-05
27615,GB-LBH,,090,1,1.736161447736419e-05
27616,GB-LBH,,761,1,1.736161447736419e-05
8305,538,"Rochester, NY",787,1,1.736161447736419e-05
8307,538,"Rochester, NY",852,1,1.736161447736419e-05
25604,820,"Portland, OR",177,1,1.736161447736419e-05
8311,538,"Rochester, NY",914,1,1.736161447736419e-05
6080,527,Indianapolis,283,1,1.736161447736419e-05
25602,820,"Portland, OR",159,1,1.736161447736419e-05
8313,538,"Rochester, NY",919,1,1.736161447736419e-05
6078,527,Indianapolis,278,1,1.736161447736419e-05
8331,539,Tampa-St. Pete (Sarasota),018,1,1.736161447736419e-05
25571,820,"Portland, OR",050,1,1.736161447736419e-05
4363,517,Charlotte,085,1,1.736161447736419e-05
6054,527,Indianapolis,121,1,1.736161447736419e-05
6043,527,Indianapolis,079,1,1.736161447736419e-05
6041,527,Indianapolis,076,1,1.736161447736419e-05
27657,GB-LND,,707,1,1.736161447736419e-05
8367,539,Tampa-St. Pete (Sarasota),104,1,1.736161447736419e-05
27659,GB-LND,,774,1,1.736161447736419e-05
6040,527,Indianapolis,072,1,1.736161447736419e-05
6038,527,Indianapolis,062,1,1.736161447736419e-05
8381,539,Tampa-St. Pete (Sarasota),131,1,1.736161447736419e-05
6037,527,Indianapolis,037,1,1.736161447736419e-05
27663,GB-LND,,902,1,1.736161447736419e-05
8382,539,Tampa-St. Pete (Sarasota),132,1,1.736161447736419e-05
25536,819,Seattle-Tacoma,976,1,1.736161447736419e-05
8384,539,Tampa-St. Pete (Sarasota),138,1,1.736161447736419e-05
8385,539,Tampa-St. Pete (Sarasota),140,1,1.736161447736419e-05
8386,539,Tampa-St. Pete (Sarasota),142,1,1.736161447736419e-05
8387,539,Tampa-St. Pete (Sarasota),145,1,1.736161447736419e-05
8388,539,Tampa-St. Pete (Sarasota),150,1,1.736161447736419e-05
1047,504,Philadelphia,124,1,1.736161447736419e-05
8391,539,Tampa-St. Pete (Sarasota),159,1,1.736161447736419e-05
8392,539,Tampa-St. Pete (Sarasota),165,1,1.736161447736419e-05
25526,819,Seattle-Tacoma,966,1,1.736161447736419e-05
4364,517,Charlotte,086,1,1.736161447736419e-05
8393,539,Tampa-St. Pete (Sarasota),175,1,1.736161447736419e-05
8364,539,Tampa-St. Pete (Sarasota),101,1,1.736161447736419e-05
8361,539,Tampa-St. Pete (Sarasota),087,1,1.736161447736419e-05
6045,527,Indianapolis,085,1,1.736161447736419e-05
6053,527,Indianapolis,117,1,1.736161447736419e-05
8335,539,Tampa-St. Pete (Sarasota),023,1,1.736161447736419e-05
4059,514,Buffalo,276,1,1.736161447736419e-05
25567,820,"Portland, OR",027,1,1.736161447736419e-05
573,501,New York,497,1,1.736161447736419e-05
27643,GB-LND,,122,1,1.736161447736419e-05
8340,539,Tampa-St. Pete (Sarasota),037,1,1.736161447736419e-05
27644,GB-LND,,190,1,1.736161447736419e-05
25561,820,"Portland, OR",015,1,1.736161447736419e-05
25560,820,"Portland, OR",014,1,1.736161447736419e-05
27645,GB-LND,,212,1,1.736161447736419e-05
27647,GB-LND,,328,1,1.736161447736419e-05
8358,539,Tampa-St. Pete (Sarasota),082,1,1.736161447736419e-05
6050,527,Indianapolis,111,1,1.736161447736419e-05
27649,GB-LND,,334,1,1.736161447736419e-05
8343,539,Tampa-St. Pete (Sarasota),041,1,1.736161447736419e-05
6049,527,Indianapolis,104,1,1.736161447736419e-05
8344,539,Tampa-St. Pete (Sarasota),044,1,1.736161447736419e-05
8348,539,Tampa-St. Pete (Sarasota),068,1,1.736161447736419e-05
8349,539,Tampa-St. Pete (Sarasota),069,1,1.736161447736419e-05
8354,539,Tampa-St. Pete (Sarasota),077,1,1.736161447736419e-05
27652,GB-LND,,474,1,1.736161447736419e-05
6046,527,Indianapolis,089,1,1.736161447736419e-05
8538,539,Tampa-St. Pete (Sarasota),537,1,1.736161447736419e-05
8544,539,Tampa-St. Pete (Sarasota),560,1,1.736161447736419e-05
7888,535,"Columbus,OH",212,1,1.736161447736419e-05
1147,504,Philadelphia,255,1,1.736161447736419e-05
25279,819,Seattle-Tacoma,472,1,1.736161447736419e-05
27821,MX-CHH,,,1,1.736161447736419e-05
8683,540,Traverse City-Cadillac,537,1,1.736161447736419e-05
25276,819,Seattle-Tacoma,466,1,1.736161447736419e-05
8686,540,Traverse City-Cadillac,600,1,1.736161447736419e-05
27822,MX-CHH,,794,1,1.736161447736419e-05
25272,819,Seattle-Tacoma,461,1,1.736161447736419e-05
8690,540,Traverse City-Cadillac,902,1,1.736161447736419e-05
25270,819,Seattle-Tacoma,458,1,1.736161447736419e-05
8691,540,Traverse City-Cadillac,913,1,1.736161447736419e-05
8692,540,Traverse City-Cadillac,915,1,1.736161447736419e-05
25267,819,Seattle-Tacoma,453,1,1.736161447736419e-05
1148,504,Philadelphia,256,1,1.736161447736419e-05
5837,524,Atlanta,833,1,1.736161447736419e-05
27827,MX-COA,,788,1,1.736161447736419e-05
8693,540,Traverse City-Cadillac,920,1,1.736161447736419e-05
5834,524,Atlanta,827,1,1.736161447736419e-05
8694,540,Traverse City-Cadillac,926,1,1.736161447736419e-05
25263,819,Seattle-Tacoma,448,1,1.736161447736419e-05
8695,540,Traverse City-Cadillac,953,1,1.736161447736419e-05
27829,MX-DIF,,018,1,1.736161447736419e-05
27830,MX-DIF,,051,1,1.736161447736419e-05
8696,540,Traverse City-Cadillac,956,1,1.736161447736419e-05
5838,524,Atlanta,835,1,1.736161447736419e-05
8680,540,Traverse City-Cadillac,499,1,1.736161447736419e-05
8653,540,Traverse City-Cadillac,121,1,1.736161447736419e-05
5843,524,Atlanta,843,1,1.736161447736419e-05
25298,819,Seattle-Tacoma,501,1,1.736161447736419e-05
8658,540,Traverse City-Cadillac,286,1,1.736161447736419e-05
27803,IT-72,,968,1,1.736161447736419e-05
4390,517,Charlotte,137,1,1.736161447736419e-05
27805,IT-78,,100,1,1.736161447736419e-05
25295,819,Seattle-Tacoma,496,1,1.736161447736419e-05
8661,540,Traverse City-Cadillac,410,1,1.736161447736419e-05
8662,540,Traverse City-Cadillac,432,1,1.736161447736419e-05
5863,524,Atlanta,908,1,1.736161447736419e-05
4393,517,Charlotte,145,1,1.736161447736419e-05
8663,540,Traverse City-Cadillac,450,1,1.736161447736419e-05
27808,IT-88,,606,1,1.736161447736419e-05
27809,MX-AGU,,,1,1.736161447736419e-05
25290,819,Seattle-Tacoma,487,1,1.736161447736419e-05
8664,540,Traverse City-Cadillac,462,1,1.736161447736419e-05
5854,524,Atlanta,875,1,1.736161447736419e-05
25288,819,Seattle-Tacoma,484,1,1.736161447736419e-05
25286,819,Seattle-Tacoma,482,1,1.736161447736419e-05
5852,524,Atlanta,860,1,1.736161447736419e-05
27814,MX-BCN,,912,1,1.736161447736419e-05
5846,524,Atlanta,851,1,1.736161447736419e-05
8671,540,Traverse City-Cadillac,487,1,1.736161447736419e-05
27816,MX-BCN,,920,1,1.736161447736419e-05
8697,540,Traverse City-Cadillac,981,1,1.736161447736419e-05
27833,MX-DIF,,146,1,1.736161447736419e-05
27834,MX-DIF,,300,1,1.736161447736419e-05
8700,541,Lexington,023,1,1.736161447736419e-05
27856,MX-JAL,,853,1,1.736161447736419e-05
25234,819,Seattle-Tacoma,363,1,1.736161447736419e-05
27857,MX-JAL,,925,1,1.736161447736419e-05
27858,MX-JAL,,970,1,1.736161447736419e-05
25232,819,Seattle-Tacoma,359,1,1.736161447736419e-05
8720,541,Lexington,274,1,1.736161447736419e-05
27859,MX-MEX,,,1,1.736161447736419e-05
25229,819,Seattle-Tacoma,352,1,1.736161447736419e-05
4404,517,Charlotte,172,1,1.736161447736419e-05
